id,municipality,village,county,state,region,postcode,country,hamlet,road,ISO3166-2-lvl4,elevation
5121,Старошаймурзинское сельское поселение,Старое Шаймурзино,Дрожжановский район,Татарстан,Приволжский федеральный округ,422460,Россия,0,0,RU-TA,117
4810,Поповское сельское поселение,0,Россошанский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,120
4705,Самарское сельское поселение,0,Куркинский район,Тульская область,Центральный федеральный округ,0,Россия,Никольское,0,RU-TUL,225
5015,0,0,Богородский муниципальный округ,Нижегородская область,Приволжский федеральный округ,0,Россия,0,0,RU-NIZ,105
1697,Сулеевское сельское поселение,Сулеево,Альметьевский район,Татарстан,Приволжский федеральный округ,423447,Россия,0,0,RU-TA,186
6498,0,0,Стародубский муниципальный округ,Брянская область,Центральный федеральный округ,243315,Россия,0,0,RU-BRY,213
136,Уфимский сельсовет,0,Хайбуллинский район,Башкортостан,Приволжский федеральный округ,0,Россия,0,0,RU-BA,428
1642,Юмашевский сельсовет,0,Чекмагушевский район,Башкортостан,Приволжский федеральный округ,0,Россия,0,0,RU-BA,204
5910,Голунское сельское поселение,Ржавка,Новосильский район,Орловская область,Центральный федеральный округ,0,Россия,Раковка,0,RU-ORL,201
3914,Чесменское сельское поселение,Шишовка,Бобровский район,Воронежская область,Центральный федеральный округ,397732,Россия,0,Анна — Бобров,RU-VOR,141
6116,Пионерское сельское поселение,0,Рыбновский район,Рязанская область,Центральный федеральный округ,0,Россия,0,0,RU-RYA,166
1180,Зириклинский сельсовет,0,Бижбулякский район,Башкортостан,Приволжский федеральный округ,0,Россия,0,0,RU-BA,303
4323,Южно-Одоевское сельское поселение,0,Одоевский район,Тульская область,Центральный федеральный округ,0,Россия,0,0,RU-TUL,213
888,Никольский сельсовет,0,Нуримановский район,Башкортостан,Приволжский федеральный округ,0,Россия,0,0,RU-BA,157
2987,Утынское сельское поселение,0,Выгоничский район,Брянская область,Центральный федеральный округ,0,Россия,0,0,RU-BRY,190
4763,Высокинское сельское поселение,Дракино,Лискинский район,Воронежская область,Центральный федеральный округ,397943,Россия,0,Дракино - Лиски,RU-VOR,169
2437,Бюрганское сельское поселение,0,Буинский район,Татарстан,Приволжский федеральный округ,422453,Россия,Чувашский Сарыкамыш,16К-0615,RU-TA,89
3441,Ламской сельсовет,0,Становлянский район,Липецкая область,Центральный федеральный округ,0,Россия,0,0,RU-LIP,221
4619,Александровское сельское поселение,0,Таловский район,Воронежская область,Центральный федеральный округ,0,Россия,Троицкий,Солнечная улица,RU-VOR,148
817,Краснолиманское сельское поселение,0,Панинский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,154
1111,0,0,Лысковский муниципальный округ,Нижегородская область,Приволжский федеральный округ,606235,Россия,Курбатиха,0,RU-NIZ,92
4307,Спартакский сельсовет,Ермекеево,Ермекеевский район,Башкортостан,Приволжский федеральный округ,452182,Россия,0,80Н-006,RU-BA,275
2341,Ципьинское сельское поселение,Арбор,Балтасинский район,Татарстан,Приволжский федеральный округ,422245,Россия,0,0,RU-TA,192
3167,0,0,Борисоглебский городской округ,Воронежская область,Центральный федеральный округ,397166,Россия,0,0,RU-VOR,119
5087,0,0,городской округ Бор,Нижегородская область,Приволжский федеральный округ,606463,Россия,Чернолесская Пустынь,0,RU-NIZ,108
5220,Краснополянское сельское поселение,0,Байкаловский район,Свердловская область,Уральский федеральный округ,0,Россия,0,0,RU-SVE,135
4525,Русановское сельское поселение,0,Терновский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,158
3065,Орловское сельское поселение,Орловка,Таловский район,Воронежская область,Центральный федеральный округ,397727,Россия,0,М-4 «Дон» — Бобров — Таловая — Новохопёрск,RU-VOR,111
1264,0,0,городской округ Новомосковск,Тульская область,Центральный федеральный округ,0,Россия,0,0,RU-TUL,227
990,Дмитровское сельское поселение,0,Почепский район,Брянская область,Центральный федеральный округ,243432,Россия,Папсуевка,0,RU-BRY,151
1464,Кривоозерское сельское поселение,0,Аксубаевский район,Татарстан,Приволжский федеральный округ,0,Россия,0,0,RU-TA,90
1739,Дмитриево-Полянский сельсовет,0,Шаранский район,Башкортостан,Приволжский федеральный округ,452630,Россия,0,Шаран — Токбердино,RU-BA,235
4962,Новочебенкинский сельсовет,0,Зианчуринский район,Башкортостан,Приволжский федеральный округ,0,Россия,0,0,RU-BA,360
5577,Абдрахмановское сельское поселение,0,Альметьевский район,Татарстан,Приволжский федеральный округ,423441,Россия,0,0,RU-TA,194
353,0,0,Стародубский муниципальный округ,Брянская область,Центральный федеральный округ,243240,Россия,Кирпичики,0,RU-BRY,177
5261,Жирятинское сельское поселение,0,Жирятинский район,Брянская область,Центральный федеральный округ,242030,Россия,0,0,RU-BRY,201
3313,Локотское городское поселение,0,Брасовский район,Брянская область,Центральный федеральный округ,0,Россия,0,0,RU-BRY,205
4844,Новокриушанское сельское поселение,0,Калачеевский район,Воронежская область,Центральный федеральный округ,397607,Россия,0,0,RU-VOR,124
1489,Старокалитвенское сельское поселение,0,Россошанский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,170
6731,Партизанский сельсовет,0,Мелеузовский район,Башкортостан,Приволжский федеральный округ,0,Россия,0,Р-240,RU-BA,200
4622,Багряжское сельское поселение,0,Заинский район,Татарстан,Приволжский федеральный округ,423516,Россия,0,«Заинск — Сарманово»,RU-TA,197
3130,0,Альметьевское сельское поселение,Елабужский район,Татарстан,Приволжский федеральный округ,0,Россия,0,0,RU-TA,134
1228,Нижневедугское сельское поселение,Избище,Семилукский район,Воронежская область,Центральный федеральный округ,396875,Россия,0,0,RU-VOR,195
4103,Первомайское сельское поселение,0,Клинцовский район,Брянская область,Центральный федеральный округ,243126,Россия,Ивановщина,0,RU-BRY,178
5067,Новокриушанское сельское поселение,0,Калачеевский район,Воронежская область,Центральный федеральный округ,397607,Россия,0,0,RU-VOR,210
3948,Пугачевский сельсовет,0,Фёдоровский район,Башкортостан,Приволжский федеральный округ,0,Россия,0,0,RU-BA,234
6531,Подгородненское сельское поселение,Малая Плота,Малоархангельский район,Орловская область,Центральный федеральный округ,0,Россия,0,0,RU-ORL,235
5125,0,0,Наро-Фоминский городской округ,Московская область,Центральный федеральный округ,143332,Россия,0,0,RU-MOS,205
6454,Тхоревское сельское поселение,0,Каменский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,222
52,Богучаровское сельское поселение,0,Киреевский район,Тульская область,Центральный федеральный округ,0,Россия,Кузнецово,0,RU-TUL,236
4129,0,0,Стародубский муниципальный округ,Брянская область,Центральный федеральный округ,0,Россия,0,0,RU-BRY,178
3686,Покровский сельсовет,0,Гагинский район,Нижегородская область,Приволжский федеральный округ,0,Россия,0,0,RU-NIZ,118
6438,Лазаревское сельское поселение,0,Щёкинский район,Тульская область,Центральный федеральный округ,0,Россия,0,0,RU-TUL,243
3085,Дроновское сельское поселение,0,Карачевский район,Брянская область,Центральный федеральный округ,0,Россия,0,0,RU-BRY,210
159,Перкинское сельское поселение,0,Спасский район,Рязанская область,Центральный федеральный округ,391092,Россия,0,0,RU-RYA,135
4248,Туранский сельсовет,0,Ветлужский район,Нижегородская область,Приволжский федеральный округ,0,Россия,Долгий Мост,22Н-1238,RU-NIZ,140
1587,Булым-Булыхчинское сельское поселение,0,Апастовский район,Татарстан,Приволжский федеральный округ,422348,Россия,0,0,RU-TA,63
1589,Старобугадинское сельское поселение,0,Актанышский район,Татарстан,Приволжский федеральный округ,0,Россия,0,0,RU-TA,99
1479,Трудолюбовское сельское поселение,Трудолюбово,Аксубаевский район,Татарстан,Приволжский федеральный округ,423063,Россия,0,0,RU-TA,148
4320,Шрамовское сельское поселение,0,Россошанский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,175
3145,Большемаресьевский сельсовет,0,Лукояновский район,Нижегородская область,Приволжский федеральный округ,0,Россия,0,0,RU-NIZ,208
1469,Антоновское сельское поселение,0,Спасский район,Татарстан,Приволжский федеральный округ,422866,Россия,0,16К-1477,RU-TA,74
4100,Утынское сельское поселение,Деснянский,Выгоничский район,Брянская область,Центральный федеральный округ,0,Россия,Уручье,15К-301,RU-BRY,184
3094,Кара-Якуповский сельсовет,0,Чишминский район,Башкортостан,Приволжский федеральный округ,452160,Россия,Горный,0,RU-BA,120
5953,0,Татарское Бурнашево,0,0,0,0,Россия,0,0,0,74
6631,Березинское сельское поселение,0,Унечский район,Брянская область,Центральный федеральный округ,243302,Россия,Рябовка,Песочная улица,RU-BRY,178
2078,Яблоновский сельсовет,Яблоново,Краснинский район,Липецкая область,Центральный федеральный округ,339662,Россия,0,42К-478,RU-LIP,205
6757,Верхнехавское сельское поселение,0,Верхнехавский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,159
4354,Старокалитвенское сельское поселение,0,Россошанский район,Воронежская область,Центральный федеральный округ,396612,Россия,0,0,RU-VOR,190
6801,Дурасовский сельсовет,0,Чишминский район,Башкортостан,Приволжский федеральный округ,0,Россия,Булякбашево,Новая улица,RU-BA,216
3491,Гетуновское сельское поселение,Граборовка,Погарский район,Брянская область,Центральный федеральный округ,243540,Россия,0,15К-1903,RU-BRY,155
2828,Ярославский сельсовет,0,Дуванский район,Башкортостан,Приволжский федеральный округ,0,Россия,0,0,RU-BA,277
436,Петренковское сельское поселение,0,Острогожский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,152
3869,Нижнебишевское сельское поселение,0,Заинский район,Татарстан,Приволжский федеральный округ,0,Россия,0,0,RU-TA,166
2960,Плясоватское сельское поселение,0,Верхнехавский район,Воронежская область,Центральный федеральный округ,396126,Россия,0,20Н-10-7,RU-VOR,156
4596,Великоархангельское сельское поселение,0,Бутурлиновский район,Воронежская область,Центральный федеральный округ,397543,Россия,0,0,RU-VOR,163
1588,Алябьевское сельское поселение,Верхнее Алябьево,Мценский район,Орловская область,Центральный федеральный округ,0,Россия,0,Жилино — Алябьево,RU-ORL,184
5362,Центральное сельское поселение,0,Венёвский район,Тульская область,Центральный федеральный округ,0,Россия,Талызино,70К-076,RU-TUL,207
2780,Ольховское сельское поселение,0,Шацкий район,Рязанская область,Центральный федеральный округ,0,Россия,0,0,RU-RYA,173
5078,Бакрчинское сельское поселение,0,Тетюшский район,Татарстан,Приволжский федеральный округ,422384,Россия,0,0,RU-TA,135
1590,Прудовское сельское поселение,0,Новосильский район,Орловская область,Центральный федеральный округ,0,Россия,Кресты,0,RU-ORL,213
4204,Сарышевский сельсовет,0,Мелеузовский район,Башкортостан,Приволжский федеральный округ,0,Россия,0,Смаково — Басурмановка — Юмагузино — Воскресенское,RU-BA,215
973,Печинское сельское поселение,0,Шацкий район,Рязанская область,Центральный федеральный округ,391587,Россия,0,0,RU-RYA,139
1238,Скорицкое сельское поселение,0,Репьёвский район,Воронежская область,Центральный федеральный округ,0,Россия,Заречье,0,RU-VOR,94
2951,Партизанский сельсовет,0,Мелеузовский район,Башкортостан,Приволжский федеральный округ,0,Россия,0,0,RU-BA,250
2342,Грибановское городское поселение,0,Грибановский район,Воронежская область,Центральный федеральный округ,397220,Россия,0,Р-298,RU-VOR,160
3715,Зиняковский сельсовет,0,Городецкий район,Нижегородская область,Приволжский федеральный округ,606518,Россия,0,0,RU-NIZ,92
4122,городское поселение Новохопёрск,Октябрьское,Новохопёрский район,Воронежская область,Центральный федеральный округ,397416,Россия,Озёрный,М-6 «Каспий» — Октябрьское — Новохопёрск,RU-VOR,92
6890,Старокриушанское сельское поселение,0,Петропавловский район,Воронежская область,Центральный федеральный округ,0,Россия,Берёзовый,0,RU-VOR,115
6775,Старокадеевское сельское поселение,Старое Кадеево,Черемшанский район,Татарстан,Приволжский федеральный округ,423117,Россия,0,0,RU-TA,138
2231,Дроновское сельское поселение,Дунаевский,Карачевский район,Брянская область,Центральный федеральный округ,0,Россия,Амозовский,0,RU-BRY,226
5002,0,0,Артинский городской округ,Свердловская область,Уральский федеральный округ,0,Россия,0,0,RU-SVE,320
1497,Дутовское сельское поселение,0,Ливенский район,Орловская область,Центральный федеральный округ,0,Россия,0,0,RU-ORL,218
449,Красное сельское поселение,Данило,Павловский район,Воронежская область,Центральный федеральный округ,0,Россия,0,20Н-15-20,RU-VOR,172
2369,Абрамовское сельское поселение,0,Таловский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,141
3617,Чаусовское сельское поселение,Сопычи,Погарский район,Брянская область,Центральный федеральный округ,0,Россия,Случовск,15К-1917,RU-BRY,147
6496,Воронецкое сельское поселение,0,Троснянский район,Орловская область,Центральный федеральный округ,0,Россия,Макеевский,0,RU-ORL,213
2422,Николо-Погостинский сельсовет,0,Городецкий район,Нижегородская область,Приволжский федеральный округ,0,Россия,Симоново,0,RU-NIZ,70
6193,Партизанский сельсовет,0,Мелеузовский район,Башкортостан,Приволжский федеральный округ,0,Россия,0,0,RU-BA,219
3903,Чалпинское сельское поселение,0,Азнакаевский район,Татарстан,Приволжский федеральный округ,0,Россия,0,0,RU-TA,232
5888,Новокурлакское сельское поселение,0,Аннинский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,124
1551,Шариповский сельсовет,0,Кушнаренковский район,Башкортостан,Приволжский федеральный округ,0,Россия,0,Новые Тукмаклы — Калтаево — М-7 «Волга»,RU-BA,101
6118,Чичковское сельское поселение,0,Навлинский район,Брянская область,Центральный федеральный округ,0,Россия,Бучнево,0,RU-BRY,199
1146,0,0,Новозыбковский городской округ,Брянская область,Центральный федеральный округ,0,Россия,0,0,RU-BRY,198
4515,0,0,Новозыбковский городской округ,Брянская область,Центральный федеральный округ,0,Россия,0,0,RU-BRY,181
2092,Молькеевское сельское поселение,0,Кайбицкий район,Татарстан,Приволжский федеральный округ,422336,Россия,0,0,RU-TA,134
1313,Шандровский сельсовет,0,Лукояновский район,Нижегородская область,Приволжский федеральный округ,0,Россия,0,0,RU-NIZ,174
2015,Жмуровское сельское поселение,0,Михайловский район,Рязанская область,Центральный федеральный округ,391732,Россия,0,0,RU-RYA,187
187,0,0,городской округ Ефремов,Тульская область,Центральный федеральный округ,0,Россия,0,0,RU-TUL,164
4163,Вельяминовское сельское поселение,0,Карачевский район,Брянская область,Центральный федеральный округ,0,Россия,0,0,RU-BRY,220
4713,0,0,Новозыбковский городской округ,Брянская область,Центральный федеральный округ,0,Россия,0,0,RU-BRY,158
1381,Первомайское сельское поселение,0,Эртильский район,Воронежская область,Центральный федеральный округ,0,Россия,Ивановка,0,RU-VOR,149
4461,Манинское сельское поселение,0,Калачеевский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,189
413,0,Торговище,Суксунский городской округ,Пермский край,Приволжский федеральный округ,617554,Россия,0,0,RU-PER,182
4222,Саклов-Башское сельское поселение,0,Сармановский район,Татарстан,Приволжский федеральный округ,0,Россия,0,0,RU-TA,181
941,Чичковское сельское поселение,0,Навлинский район,Брянская область,Центральный федеральный округ,242113,Россия,0,0,RU-BRY,183
801,Сахаровское сельское поселение,0,Алексеевский район,Татарстан,Приволжский федеральный округ,422912,Россия,0,0,RU-TA,104
3336,Пушкинский сельсовет,0,Добринский район,Липецкая область,Центральный федеральный округ,0,Россия,0,0,RU-LIP,144
6463,Чувалкиповский сельсовет,0,Чишминский район,Башкортостан,Приволжский федеральный округ,452166,Россия,0,0,RU-BA,145
2750,Старобабичевский сельсовет,0,Кармаскалинский район,Башкортостан,Приволжский федеральный округ,453001,Россия,Новый Куганак,Кармаскалы — Старобабичево,RU-BA,162
4376,Савалеевское сельское поселение,0,Заинский район,Татарстан,Приволжский федеральный округ,423537,Россия,0,«Набережные Челны — Заинск — Альметьевск» — Савалеево,RU-TA,107
4228,Маломеминское сельское поселение,0,Кайбицкий район,Татарстан,Приволжский федеральный округ,422327,Россия,0,0,RU-TA,56
256,Ковалинское сельское поселение,0,Пестречинский район,Татарстан,Приволжский федеральный округ,422784,Россия,Чуча,16К-1332,RU-TA,169
3877,0,0,Жуковский муниципальный округ,Брянская область,Центральный федеральный округ,242736,Россия,Упрусы,15Н-809,RU-BRY,196
6769,Медянский сельсовет,0,Краснооктябрьский район,Нижегородская область,Приволжский федеральный округ,0,Россия,0,0,RU-NIZ,136
3199,Краснологское сельское поселение,0,Каширский район,Воронежская область,Центральный федеральный округ,396353,Россия,0,0,RU-VOR,143
2235,Красноселовское сельское поселение,0,Петропавловский район,Воронежская область,Центральный федеральный округ,397691,Россия,0,0,RU-VOR,84
647,Михайловский сельсовет,Михайловка,Аургазинский район,Башкортостан,Приволжский федеральный округ,453444,Россия,0,Урал — Мурадым,RU-BA,211
1767,Сафаровский сельсовет,0,Учалинский район,Башкортостан,Приволжский федеральный округ,0,Россия,0,0,RU-BA,381
4728,Ширяевское сельское поселение,0,Калачеевский район,Воронежская область,Центральный федеральный округ,397645,Россия,0,0,RU-VOR,104
3358,Смаглеевское сельское поселение,0,Кантемировский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,185
6167,Байчуровское сельское поселение,0,Поворинский район,Воронежская область,Центральный федеральный округ,397310,Россия,0,0,RU-VOR,152
3996,Липчанское сельское поселение,0,Богучарский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,170
5672,Зириклинский сельсовет,0,Бижбулякский район,Башкортостан,Приволжский федеральный округ,0,Россия,0,0,RU-BA,330
24,0,0,Борисоглебский городской округ,Воронежская область,Центральный федеральный округ,397156,Россия,0,0,RU-VOR,129
1088,0,Шишлово,городской округ Новомосковск,Тульская область,Центральный федеральный округ,0,Россия,0,0,RU-TUL,211
5331,Ревякинское сельское поселение,0,Ясногорский район,Тульская область,Центральный федеральный округ,301030,Россия,Матово,0,RU-TUL,224
2694,Кзыл-Тауское сельское поселение,0,Апастовский район,Татарстан,Приволжский федеральный округ,422341,Россия,0,0,RU-TA,76
4350,Александровское сельское поселение,0,Россошанский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,177
112,Архангельское сельское поселение,0,Каменский район,Тульская область,Центральный федеральный округ,0,Россия,0,0,RU-TUL,233
2841,Артюшкинское сельское поселение,0,Аннинский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,127
2311,Мазурское сельское поселение,Мазурка,Поворинский район,Воронежская область,Центральный федеральный округ,397310,Россия,0,Поворино — Пески — Байчурово,RU-VOR,100
3722,Надеждинское сельское поселение,0,Кайбицкий район,Татарстан,Приволжский федеральный округ,422334,Россия,0,0,RU-TA,124
6555,Большесардекское сельское поселение,0,Кукморский район,Татарстан,Приволжский федеральный округ,422113,Россия,0,16К-0997,RU-TA,183
56,0,0,Стародубский муниципальный округ,Брянская область,Центральный федеральный округ,0,Россия,0,0,RU-BRY,195
1309,Спасское сельское поселение,0,Бугульминский район,Татарстан,Приволжский федеральный округ,423239,Россия,0,Р-239,RU-TA,291
695,Орменское сельское поселение,0,Выгоничский район,Брянская область,Центральный федеральный округ,0,Россия,Карповка,15К-310,RU-BRY,183
5023,Зилаирский сельсовет,0,Баймакский район,Башкортостан,Приволжский федеральный округ,453653,Россия,0,0,RU-BA,334
1227,0,0,Оханский городской округ,Пермский край,Приволжский федеральный округ,0,Россия,0,0,RU-PER,131
1999,Кенгер-Менеузовский сельсовет,0,Бижбулякский район,Башкортостан,Приволжский федеральный округ,452055,Россия,0,0,RU-BA,273
276,Сабаевский сельсовет,0,Буздякский район,Башкортостан,Приволжский федеральный округ,0,Россия,0,0,RU-BA,215
3574,Михнёвское сельское поселение,0,Болховский район,Орловская область,Центральный федеральный округ,0,Россия,0,0,RU-ORL,156
6271,Староабдуловское сельское поселение,0,Тукаевский район,Татарстан,Приволжский федеральный округ,0,Россия,Торнаташ,0,RU-TA,82
1833,Криничанское сельское поселение,0,Россошанский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,197
5470,Воинское сельское поселение,Первый Воин,Мценский район,Орловская область,Центральный федеральный округ,0,Россия,"Санаторий ""Войново""",0,RU-ORL,190
682,Степношенталинское сельское поселение,0,Алексеевский район,Татарстан,Приволжский федеральный округ,422931,Россия,0,0,RU-TA,84
4140,Козловское сельское поселение,0,Бутурлиновский район,Воронежская область,Центральный федеральный округ,397531,Россия,0,0,RU-VOR,152
4991,Старотимошкинское сельское поселение,0,Аксубаевский район,Татарстан,Приволжский федеральный округ,0,Россия,0,0,RU-TA,109
3844,Семячковское сельское поселение,0,Трубчевский район,Брянская область,Центральный федеральный округ,0,Россия,Чуркино,0,RU-BRY,163
1137,Каргашинское сельское поселение,0,Сасовский район,Рязанская область,Центральный федеральный округ,0,Россия,0,0,RU-RYA,124
2767,Никольский сельсовет,0,Краснокамский район,Башкортостан,Приволжский федеральный округ,0,Россия,0,0,RU-BA,152
4694,0,0,Суксунский городской округ,Пермский край,Приволжский федеральный округ,617552,Россия,0,Р-242,RU-PER,233
4339,Терновское сельское поселение,0,Новохопёрский район,Воронежская область,Центральный федеральный округ,397439,Россия,0,0,RU-VOR,135
6701,Шараповский сельсовет,Шарапово,Шатковский район,Нижегородская область,Приволжский федеральный округ,607704,Россия,Выползово,22Н-4768,RU-NIZ,168
1036,сельское поселение Село Попелёво,0,Козельский район,Калужская область,Центральный федеральный округ,0,Россия,0,0,RU-KLU,180
6853,Красносельское сельское поселение,Красное,Выгоничский район,Брянская область,Центральный федеральный округ,243350,Россия,Пильшино,0,RU-BRY,190
5561,Краснослободское сельское поселение,0,Спасский район,Татарстан,Приволжский федеральный округ,422850,Россия,0,0,RU-TA,62
1346,Польниковское сельское поселение,Польники,Почепский район,Брянская область,Центральный федеральный округ,0,Россия,Бытня,0,RU-BRY,186
6527,Старокриушанское сельское поселение,0,Петропавловский район,Воронежская область,Центральный федеральный округ,397688,Россия,0,0,RU-VOR,132
3950,Рсаевский сельсовет,0,Илишевский район,Башкортостан,Приволжский федеральный округ,0,Россия,0,0,RU-BA,165
2784,Высокское сельское поселение,0,Унечский район,Брянская область,Центральный федеральный округ,243314,Россия,Высокое,0,RU-BRY,193
3765,Большеарский сельсовет,0,Лукояновский район,Нижегородская область,Приволжский федеральный округ,0,Россия,0,0,RU-NIZ,191
2384,Татарско-Суксинское сельское поселение,0,Актанышский район,Татарстан,Приволжский федеральный округ,0,Россия,0,0,RU-TA,85
2988,Утягуловский сельсовет,0,Зианчуринский район,Башкортостан,Приволжский федеральный округ,0,Россия,0,0,RU-BA,231
115,Семёно-Александровское сельское поселение,Семёно-Александровка,Бобровский район,Воронежская область,Центральный федеральный округ,397713,Россия,0,«М-4 «Дон» — Бобров — Таловая — Новохопёрск» — с. Мечетка,RU-VOR,141
5698,Смотровобудское сельское поселение,Павличи,Клинцовский район,Брянская область,Центральный федеральный округ,0,Россия,0,0,RU-BRY,190
3400,Старокутушское сельское поселение,0,Черемшанский район,Татарстан,Приволжский федеральный округ,423116,Россия,0,0,RU-TA,121
6866,Никольское 1-е сельское поселение,0,Воробьёвский район,Воронежская область,Центральный федеральный округ,397568,Россия,0,0,RU-VOR,205
3119,Ябалаковский сельсовет,0,Илишевский район,Башкортостан,Приволжский федеральный округ,0,Россия,0,0,RU-BA,134
5829,Радченское сельское поселение,0,Богучарский район,Воронежская область,Центральный федеральный округ,396758,Россия,0,«Дон»,RU-VOR,157
4434,Новотроицкое сельское поселение,0,Тукаевский район,Татарстан,Приволжский федеральный округ,423893,Россия,0,0,RU-TA,202
4955,Найтоповичское сельское поселение,Найтоповичи,Унечский район,Брянская область,Центральный федеральный округ,243315,Россия,0,0,RU-BRY,190
2819,Орменское сельское поселение,0,Выгоничский район,Брянская область,Центральный федеральный округ,0,Россия,0,0,RU-BRY,144
6673,Мичуринский сельсовет,0,Шаранский район,Башкортостан,Приволжский федеральный округ,0,Россия,0,0,RU-BA,299
4378,Поповское сельское поселение,0,Богучарский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,165
5743,Ананьевский сельсовет,0,Княгининский район,Нижегородская область,Приволжский федеральный округ,606343,Россия,0,Княгинино — Островское — Б. Корево,RU-NIZ,200
5676,Воробейнское сельское поселение,0,Жирятинский район,Брянская область,Центральный федеральный округ,0,Россия,Добропушкинский,0,RU-BRY,176
81,Гришевское сельское поселение,0,Подгоренский район,Воронежская область,Центральный федеральный округ,0,Россия,Гришевка,«Воронеж — Луганск» — пгт. Подгоренский,RU-VOR,163
3021,Берёзовское сельское поселение,0,Воробьёвский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,208
1972,Братковское сельское поселение,0,Терновский район,Воронежская область,Центральный федеральный округ,0,Россия,0,0,RU-VOR,131
1714,Старотукмаклинский сельсовет,Каратяки,Кушнаренковский район,Башкортостан,Приволжский федеральный округ,452240,Россия,0,Подъезд к д. Каратяки,RU-BA,164
4423,Михеевское сельское поселение,0,Сапожковский район,Рязанская область,Центральный федеральный округ,0,Россия,0,0,RU-RYA,149
5192,Карловское сельское поселение,Клевцово,Колпнянский район,Орловская область,Центральный федеральный округ,303410,Россия,0,0,RU-ORL,186
6462,0,Знаменское,городской округ Ирбитское,Свердловская область,Уральский федеральный округ,623803,Россия,0,Подъезд к с. Знаменское от км 87+490 а/д «с. Горбуновское — с. Байкалово — г. Ирбит»,RU-SVE,100
5717,Дурасовский сельсовет,0,Чишминский район,Башкортостан,Приволжский федеральный округ,0,Россия,Новоуптино,0,RU-BA,227
1946,Новольвовское сельское поселение,0,Кимовский район,Тульская область,Центральный федеральный округ,0,Россия,Машково,0,RU-TUL,189
4246,Локотское городское поселение,0,Брасовский район,Брянская область,Центральный федеральный округ,0,Россия,0,0,RU-BRY,162
3960,Елецкий сельсовет,Аргамач-Пальна,Елецкий район,Липецкая область,Центральный федеральный округ,399758,Россия,0,0,RU-LIP,155
4839,Вяжевское сельское поселение,0,Новосильский район,Орловская область,Центральный федеральный округ,303500,Россия,0,0,RU-ORL,185
